,leiden_0.5,leiden_1,leiden_2,perturbation,UMAP1,UMAP2
E7.5:injection8:clone_853,2,0,4,EGFP-1,11.147714,-4.3591514
E7.5:injection8:clone_863,4,5,5,Lgr4,12.818407,2.9174936
E7.5:injection8:clone_866,0,1,0,uncertain,-3.5133812,3.065473
E7.5:injection8:clone_870,3,2,6,Acvr2a,7.2311277,-9.732308
E7.5:injection8:clone_871,3,2,6,EGFP-1,8.139528,-9.066913
E7.5:injection8:clone_883,1,4,1,EGFP-1,8.903174,-2.5249207
E7.5:injection8:clone_888,2,0,21,EGFP-1,9.283556,-3.0239625
E7.5:injection8:clone_891,1,3,7,Fgfr1,8.977081,0.4387001
E7.5:injection8:clone_892,1,3,7,Fzd2,8.188342,0.40537974
E7.5:injection8:clone_893,3,2,6,EGFP-1,6.1554866,-9.535592
E7.5:injection8:clone_895,1,4,1,NA,8.485998,-2.3457878
E7.5:injection8:clone_901,3,2,6,uncertain,6.798905,-9.925231
E7.5:injection8:clone_905,1,8,10,NA,10.870932,-2.045165
E7.5:injection8:clone_925,3,2,6,EGFP-1,7.3021336,-9.812649
E7.5:injection8:clone_93,1,3,9,Fgfr1,9.145622,-0.0746864
E7.5:injection8:clone_930,2,0,8,EGFP-1,8.078684,-7.4993243
E7.5:injection8:clone_931,0,7,13,EGFP-1,-2.1210737,1.5228846
E7.5:injection8:clone_935,3,2,6,EGFP-1,7.4887166,-7.784574
E7.5:injection8:clone_938,0,1,0,Acvr2a,-2.4271486,2.7161841
E7.5:injection8:clone_94,0,1,0,Fgfr1,-2.8537223,3.422636
E7.5:injection8:clone_941,3,2,6,Acvr2a,6.061093,-9.444354
E7.5:injection8:clone_943,1,3,7,EGFP-1,8.325254,0.7776176
E7.5:injection8:clone_95,1,8,10,Fzd2,11.451161,-1.8110584
E7.5:injection8:clone_958,4,5,12,Fgfr1,14.033474,-0.22739589
E7.5:injection8:clone_96,4,5,12,Acvr2a,12.377759,1.6426498
E7.5:injection8:clone_961,0,7,14,NA,-4.08037,1.0477568
E7.5:injection8:clone_964,3,2,6,Acvr2a,7.886299,-9.500118
E7.5:injection8:clone_966,2,0,2,Acvr2a,9.525474,-4.083082
E7.5:injection8:clone_969,1,3,7,Lrp2,8.084816,0.27188376
E7.5:injection8:clone_98,1,3,9,EGFP-1,9.609239,-0.027449695
E7.5:injection8:clone_993,1,4,1,uncertain,8.490436,-2.984966
E7.5:injection8:clone_998,1,3,7,NA,8.807509,-0.0951126
E7.5:injection9:clone_1,5,6,4,Lgr4,12.347334,-5.181288
E7.5:injection9:clone_100,0,7,14,Lgr4,-4.248566,0.45646515
E7.5:injection9:clone_101,0,7,13,Fgfr1,-2.5062375,0.7580616
E7.5:injection9:clone_109,4,5,5,Acvr2a,13.16093,2.7490196
E7.5:injection9:clone_113,4,5,12,Acvr2a,14.330593,-0.7379412
E7.5:injection9:clone_114,0,1,0,Fgfr1,-4.3464127,4.1859236
E7.5:injection9:clone_116,0,7,13,Acvr2a,-2.6702294,0.89698887
E7.5:injection9:clone_122,1,0,2,Fzd2,10.18394,-2.5136225
E7.5:injection9:clone_123,1,4,1,Lgr4,8.939393,-2.066157
E7.5:injection9:clone_124,2,0,2,Lrp2,9.1376915,-4.178589
E7.5:injection9:clone_127,5,6,4,Lgr4,13.81696,-3.830869
E7.5:injection9:clone_13,3,2,3,EGFP-1,7.738185,-6.2765937
E7.5:injection9:clone_135,1,4,10,Acvr2a,9.591978,-1.4210213
E7.5:injection9:clone_137,5,6,4,Lrp2,13.535401,-4.9317684
E7.5:injection9:clone_138,4,5,12,EGFP-1,13.063772,0.8866792
E7.5:injection9:clone_147,0,1,0,EGFP-1,-3.6460457,4.092295
E7.5:injection9:clone_15,1,4,1,Lgr4,9.15142,-1.3293427
E7.5:injection9:clone_150,1,4,1,EGFP-1,7.869119,-1.7084785
E7.5:injection9:clone_154,2,0,2,Fgfr1,9.669257,-3.590445
E7.5:injection9:clone_155,4,3,9,Acvr2a,11.279441,2.0691836
E7.5:injection9:clone_160,7,10,15,Lrp2,-4.2587814,-0.93392634
E7.5:injection9:clone_166,1,3,9,Lrp2,10.706733,0.7382827
E7.5:injection9:clone_17,5,6,4,Fgfr1,12.413562,-4.205971
E7.5:injection9:clone_174,4,5,12,EGFP-1,14.293815,-0.7534094
E7.5:injection9:clone_178,10,15,24,Fzd2,9.232946,14.900071
E7.5:injection9:clone_181,7,10,15,Fgfr1,-3.7673786,-0.49985287
E7.5:injection9:clone_182,1,3,1,EGFP-1,8.811943,0.10824149
E7.5:injection9:clone_19,2,0,2,Fzd2,10.078532,-3.6387794
E7.5:injection9:clone_191,1,4,1,Acvr2a,9.08647,-1.7840996
E7.5:injection9:clone_197,1,3,9,EGFP-1,9.974397,-0.012967855
E7.5:injection9:clone_21,4,5,12,Fzd2,12.86441,1.1966217
E7.5:injection9:clone_211,4,5,12,Lrp2,13.988318,-0.02361867
E7.5:injection9:clone_215,1,3,9,Acvr2a,9.921364,0.28196988
E7.5:injection9:clone_219,2,0,2,Fzd2,9.011068,-4.9421062
E7.5:injection9:clone_225,0,7,14,Lrp2,-4.7041187,0.57838595
E7.5:injection9:clone_226,1,3,9,Acvr2a,10.744127,0.96971065
E7.5:injection9:clone_229,7,14,23,Fgfr1,-6.6412754,-2.7055213
E7.5:injection9:clone_23,0,1,0,Fgfr1,-3.0826468,2.373978
E7.5:injection9:clone_234,0,7,14,Acvr2a,-4.278007,1.4952157
E7.5:injection9:clone_259,1,3,9,Fzd2,9.689213,-0.052442834
E7.5:injection9:clone_26,3,2,3,Acvr2a,7.6375604,-6.5496287
E7.5:injection9:clone_261,0,7,14,Lrp2,-4.3386602,0.91926944
E7.5:injection9:clone_278,7,10,15,Lgr4,-5.022033,-2.1347547
E7.5:injection9:clone_279,1,3,9,Acvr2a,9.54219,-0.78081745
E7.5:injection9:clone_28,5,6,4,Lgr4,14.540306,-3.9756505
E7.5:injection9:clone_29,1,3,9,Lgr4,9.765567,-0.5430195
E7.5:injection9:clone_293,1,3,7,Fzd2,8.458241,0.16670477
E7.5:injection9:clone_294,1,4,1,Acvr2a,8.5518875,-1.0204568
E7.5:injection9:clone_296,1,3,9,Lgr4,9.683389,-0.3900549
E7.5:injection9:clone_298,1,3,9,Acvr2a,10.468415,0.9099727
E7.5:injection9:clone_299,0,7,14,Acvr2a,-4.6154532,1.0763336
E7.5:injection9:clone_30,1,3,9,Lrp2,10.12958,0.01929939
E7.5:injection9:clone_302,1,3,9,Acvr2a,10.14767,0.6088875
E7.5:injection9:clone_303,1,3,9,Fzd2,8.979805,-0.9028419
E7.5:injection9:clone_304,1,3,7,Acvr2a,9.919877,0.86395574
E7.5:injection9:clone_305,0,1,0,Fzd2,-3.589888,3.6239092
E7.5:injection9:clone_306,1,3,9,Acvr2a,9.419817,0.027615024
E7.5:injection9:clone_307,0,1,0,Lgr4,-3.8932674,4.60985
E7.5:injection9:clone_309,1,3,7,EGFP-1,9.657056,-1.6504905
E7.5:injection9:clone_31,0,7,14,Fzd2,-4.501171,0.42220008
E7.5:injection9:clone_310,1,3,9,Lgr4,9.828606,0.04758661
E7.5:injection9:clone_311,0,7,14,Lgr4,-4.4613595,1.3687325
E7.5:injection9:clone_312,0,1,0,Acvr2a,-3.4931152,4.4192142
E7.5:injection9:clone_313,7,10,15,Lgr4,-4.4671407,-2.434506
E7.5:injection9:clone_315,1,3,9,Lrp2,9.828197,-1.4030797
E7.5:injection9:clone_316,1,3,7,Acvr2a,9.351931,1.5842687
E7.5:injection9:clone_32,5,6,4,Fgfr1,11.74912,-4.8143277
E7.5:injection9:clone_320,1,4,1,Acvr2a,7.559203,-1.5452305
E7.5:injection9:clone_321,0,7,14,Fzd2,-4.598034,0.66983455
E7.5:injection9:clone_324,0,1,0,Fzd2,-3.803781,4.0904474
E7.5:injection9:clone_327,0,7,14,multi_gRNA,-4.551083,1.1716098
E7.5:injection9:clone_328,1,3,7,Lgr4,8.50408,-0.33745885
E7.5:injection9:clone_329,0,1,0,Fzd2,-3.8582397,3.7594304
E7.5:injection9:clone_33,1,4,1,Acvr2a,8.321982,-2.530633
E7.5:injection9:clone_330,1,3,7,Fgfr1,8.384865,0.90320647
E7.5:injection9:clone_336,1,4,1,Lgr4,8.30454,-1.13902
E7.5:injection9:clone_337,1,4,1,EGFP-1,8.907553,-2.5081336
E7.5:injection9:clone_338,1,3,7,Lgr4,8.91243,0.33670536
E7.5:injection9:clone_341,0,1,0,Fgfr1,-3.7463913,4.7230735
E7.5:injection9:clone_342,1,3,9,Acvr2a,10.121552,0.58585674
E7.5:injection9:clone_345,1,4,1,Fgfr1,8.047564,-1.4970986
E7.5:injection9:clone_346,7,10,15,Lgr4,-4.1888604,-1.3806757
E7.5:injection9:clone_348,1,4,1,Fgfr1,7.5565424,-1.741939
E7.5:injection9:clone_349,1,4,1,Fzd2,8.046922,-0.44334206
E7.5:injection9:clone_352,1,4,1,Lgr4,8.00697,-2.6478364
E7.5:injection9:clone_353,0,1,0,Lrp2,-4.142841,3.8248782
E7.5:injection9:clone_357,1,3,7,Lgr4,7.7154803,0.23607156
E7.5:injection9:clone_358,1,3,7,Fzd2,8.193021,0.16085236
E7.5:injection9:clone_359,1,3,7,EGFP-1,8.477325,0.25543484
E7.5:injection9:clone_362,0,1,0,EGFP-1,-2.9669406,2.83045
E7.5:injection9:clone_365,4,3,9,Lgr4,11.669044,2.3009343
E7.5:injection9:clone_369,1,3,9,multi_gRNA,10.082576,-0.17902304
E7.5:injection9:clone_37,1,4,21,Acvr2a,9.216761,-2.3278837
E7.5:injection9:clone_371,7,14,23,Fgfr1,-6.8761616,-2.9094474
E7.5:injection9:clone_377,1,3,9,Fzd2,9.290176,0.10632935
E7.5:injection9:clone_386,0,1,0,EGFP-1,-3.8114178,2.4647331
E7.5:injection9:clone_39,0,7,14,Lgr4,-4.0924726,0.8925939
E7.5:injection9:clone_390,1,3,7,Acvr2a,9.9792385,1.2833775
E7.5:injection9:clone_392,1,3,7,Acvr2a,9.62456,0.45796975
E7.5:injection9:clone_4,1,3,9,Fzd2,10.248127,-0.43955624
E7.5:injection9:clone_40,0,7,14,Lrp2,-3.3678474,0.95404905
E7.5:injection9:clone_402,1,3,7,Fgfr1,7.9937925,1.0506227
E7.5:injection9:clone_404,1,4,1,Lrp2,8.581774,-1.239089
E7.5:injection9:clone_409,0,1,0,multi_gRNA,-3.9654677,3.4172957
E7.5:injection9:clone_41,1,8,10,Lgr4,10.814292,-1.6315945
E7.5:injection9:clone_42,5,8,19,EGFP-1,12.842283,-2.4442527
E7.5:injection9:clone_46,0,7,14,Lgr4,-3.0669112,0.44927952
E7.5:injection9:clone_460,0,1,0,EGFP-1,-2.6363418,3.1112764
E7.5:injection9:clone_47,0,7,14,Acvr2a,-3.2835839,0.49249098
E7.5:injection9:clone_51,0,1,0,Lrp2,-3.1408675,2.5085187
E7.5:injection9:clone_53,2,0,2,Fzd2,9.848243,-4.6514525
E7.5:injection9:clone_55,0,7,14,Fzd2,-3.3133256,0.17431796
E7.5:injection9:clone_56,0,7,14,Lgr4,-4.0016804,0.031879183
E7.5:injection9:clone_58,5,6,4,Fzd2,12.346841,-4.8818736
E7.5:injection9:clone_60,5,6,4,Lrp2,12.109778,-5.3579955
E7.5:injection9:clone_61,4,5,12,Fzd2,13.849465,0.26070622
E7.5:injection9:clone_62,7,10,15,Fzd2,-3.7556734,-0.5832601
E7.5:injection9:clone_63,7,10,15,multi_gRNA,-3.641891,-0.22487415
E7.5:injection9:clone_66,2,0,2,Lrp2,9.070277,-4.4646463
E7.5:injection9:clone_67,4,5,12,Acvr2a,14.444379,-1.1572548
E7.5:injection9:clone_69,0,7,14,Fzd2,-4.2009754,0.8607218
E7.5:injection9:clone_7,0,7,14,Fzd2,-3.9400704,0.12237887
E7.5:injection9:clone_70,5,6,22,Acvr2a,15.138209,-3.0394135
E7.5:injection9:clone_71,1,3,7,Fzd2,8.239879,1.0007344
E7.5:injection9:clone_72,4,5,12,Lrp2,13.379595,0.5271282
E7.5:injection9:clone_75,10,15,24,Fgfr1,9.37561,14.968841
E7.5:injection9:clone_78,1,3,9,Acvr2a,9.459862,-1.5238507
E7.5:injection9:clone_80,7,10,15,Fzd2,-4.465787,-1.7773176
E7.5:injection9:clone_83,1,4,10,Fzd2,9.96258,-2.1587112
E7.5:injection9:clone_85,2,0,8,Lgr4,8.926679,-4.7453628
E7.5:injection9:clone_86,5,8,19,Fzd2,12.651905,-2.6577215
E7.5:injection9:clone_87,4,5,12,Fzd2,14.103862,-0.335545
E7.5:injection9:clone_9,5,6,4,EGFP-1,12.467701,-5.0016003
E7.5:injection9:clone_91,4,5,12,EGFP-1,14.366417,-0.7046792
E7.5:injection9:clone_93,1,3,9,Fzd2,11.022878,-0.13769105
E7.5:injection9:clone_94,2,0,21,EGFP-1,8.808699,-4.6122885
E7.5:injection9:clone_95,2,0,8,Fzd2,9.152679,-4.993109
E7.5:injection9:clone_96,7,14,23,EGFP-1,-6.8130345,-2.7575378
E7.5:injection9:clone_99,5,6,22,EGFP-1,14.907997,-2.5813525
E8.5:injection18:clone_0,5,6,4,Lrp4,13.45593,-3.5052676
E8.5:injection18:clone_100,0,1,0,Ptch1,-3.5879114,3.3196895
E8.5:injection18:clone_1000,2,0,8,multi_gRNA,8.271182,-6.7700396
E8.5:injection18:clone_1039,5,8,19,Bmpr2,13.151873,-2.1872754
E8.5:injection18:clone_105,0,12,18,Ptch1,-0.7555702,2.2566087
E8.5:injection18:clone_1055,0,7,13,Ptch1,-1.13524,0.8605124
E8.5:injection18:clone_1066,8,11,17,Ptch1,6.8729734,-4.298979
E8.5:injection18:clone_1073,1,4,1,multi_gRNA,7.8672595,-0.6522873
E8.5:injection18:clone_1076,0,7,13,uncertain,-1.6287653,1.0841311
E8.5:injection18:clone_1100,7,14,23,Lrp4,-6.963168,-2.986385
E8.5:injection18:clone_1103,0,1,0,Bmpr2,-3.9119215,4.692279
E8.5:injection18:clone_1105,0,7,13,Acvrl1,-1.4338055,-0.17789328
E8.5:injection18:clone_1112,6,9,11,Ptch1,13.529209,5.6984725
E8.5:injection18:clone_1113,10,15,24,Fzd4,9.368108,15.050631
E8.5:injection18:clone_1114,4,5,5,EGFP-1,12.996239,1.5861945
E8.5:injection18:clone_112,2,0,8,Bmpr1a,8.828054,-7.417745
E8.5:injection18:clone_1132,8,11,17,Ptch1,6.9164443,-5.298603
E8.5:injection18:clone_114,8,11,17,Ptch1,6.3905635,-5.5797625
E8.5:injection18:clone_1157,2,0,8,EGFP-1,8.641062,-7.242468
E8.5:injection18:clone_116,0,1,14,Bmpr2,-3.815522,1.6420794
E8.5:injection18:clone_1166,1,8,10,EGFP-1,11.186464,-0.73233384
E8.5:injection18:clone_1169,2,0,2,multi_gRNA,9.859197,-5.691575
E8.5:injection18:clone_117,7,14,23,Lrp4,-7.0185237,-2.8342936
E8.5:injection18:clone_1171,0,7,13,Ptch1,-1.8135774,1.8710543
E8.5:injection18:clone_1185,2,0,8,Bmpr2,8.51542,-6.8336844
E8.5:injection18:clone_119,1,8,10,EGFP-1,10.495713,-1.9541962
E8.5:injection18:clone_1190,1,4,10,Acvrl1,10.046806,-2.2687955
E8.5:injection18:clone_1200,8,11,17,Lrp4,7.1043673,-3.55112
E8.5:injection18:clone_1206,10,15,24,Lrp4,9.317332,14.998359
E8.5:injection18:clone_121,2,0,8,EGFP-1,8.023544,-6.1954026
E8.5:injection18:clone_1217,0,1,0,Bmpr2,-3.0618904,2.7804313
E8.5:injection18:clone_125,4,3,9,EGFP-1,11.428592,2.3188918
E8.5:injection18:clone_126,1,8,10,multi_gRNA,10.380148,-2.327049
E8.5:injection18:clone_127,8,11,17,multi_gRNA,6.6577864,-5.004109
E8.5:injection18:clone_128,5,6,4,Hhip,14.701298,-3.9029055
E8.5:injection18:clone_1292,10,15,24,Ptch1,9.455705,15.100284
E8.5:injection18:clone_130,0,7,13,Tgfbr3,-1.6487684,0.80107874
E8.5:injection18:clone_1303,5,6,4,Fzd4,12.040272,-4.493926
E8.5:injection18:clone_1308,6,9,11,multi_gRNA,12.189406,5.901035
E8.5:injection18:clone_131,0,7,14,Acvrl1,-3.6861155,0.5634178
E8.5:injection18:clone_132,5,6,4,EGFP-1,13.390542,-3.9743612
E8.5:injection18:clone_133,0,1,0,Lrp4,-2.9380116,3.9804037
E8.5:injection18:clone_1330,6,9,11,Ptch1,14.320896,6.106075
E8.5:injection18:clone_1348,0,1,0,Bmpr1a,-4.2082696,4.139249
E8.5:injection18:clone_136,0,1,0,EGFP-1,-2.9525793,2.3375306
E8.5:injection18:clone_1362,2,0,21,Hhip,8.785187,-3.0154169
E8.5:injection18:clone_138,0,1,0,EGFP-1,-2.8151944,2.850589
E8.5:injection18:clone_1382,0,1,0,Lrp4,-3.3172688,4.529556
E8.5:injection18:clone_1385,5,6,4,Bmpr2,13.951325,-4.1287794
E8.5:injection18:clone_139,2,0,2,Bmpr1a,9.100952,-3.9103065
E8.5:injection18:clone_14,4,3,9,Acvrl1,10.811501,1.8506652
E8.5:injection18:clone_141,8,11,17,Ptch1,7.0874124,-3.5659945
E8.5:injection18:clone_142,2,0,8,Lrp4,10.30331,-7.107112
E8.5:injection18:clone_143,0,7,13,Bmpr1a,-2.2605805,1.9578335
E8.5:injection18:clone_144,8,11,17,Ptch1,7.330038,-3.3124707
E8.5:injection18:clone_1442,0,7,13,Lrp4,-1.4371086,1.4068851
E8.5:injection18:clone_145,0,1,0,Bmpr1a,-5.1330385,3.915321
E8.5:injection18:clone_1451,0,1,0,Ptch1,-4.017901,4.7640624
E8.5:injection18:clone_1463,6,9,11,Fzd4,13.283125,5.2658777
E8.5:injection18:clone_147,0,7,13,Tgfbr3,-1.5986818,1.491518
E8.5:injection18:clone_148,0,7,13,multi_gRNA,-2.3153393,1.2592765
E8.5:injection18:clone_149,2,0,2,EGFP-1,9.7106,-3.924277
E8.5:injection18:clone_1502,0,1,0,Fzd4,-3.5999885,3.9652147
E8.5:injection18:clone_151,2,0,8,Bmpr2,10.550125,-7.115599
E8.5:injection18:clone_152,1,3,9,Fzd4,10.8265295,0.54722375
E8.5:injection18:clone_156,8,11,17,Ptch1,6.652324,-4.0486636
E8.5:injection18:clone_157,2,0,2,Bmpr1a,9.322742,-4.759676
E8.5:injection18:clone_158,2,0,8,Bmpr2,9.253748,-6.4299946
E8.5:injection18:clone_16,2,0,8,EGFP-1,9.407595,-7.1555076
E8.5:injection18:clone_160,0,12,18,Ptch1,-0.8358331,1.5376368
E8.5:injection18:clone_161,0,7,14,EGFP-1,-4.4193854,0.8521278
E8.5:injection18:clone_1616,0,1,0,Acvrl1,-3.788987,4.334829
E8.5:injection18:clone_162,1,4,16,EGFP-1,9.794881,-1.5344281
E8.5:injection18:clone_164,8,11,17,Ptch1,6.256604,-5.705098
E8.5:injection18:clone_1644,0,1,0,Fzd4,-3.7361345,4.5058436
E8.5:injection18:clone_1652,1,3,9,Acvrl1,10.636743,1.0320287
E8.5:injection18:clone_166,0,1,0,Tgfbr3,-4.466596,5.140607
E8.5:injection18:clone_167,1,4,21,Lrp4,9.744184,-2.300631
E8.5:injection18:clone_168,2,0,8,Lrp4,8.98336,-7.6016445
E8.5:injection18:clone_169,0,7,14,Fzd4,-3.418098,0.047137134
E8.5:injection18:clone_17,6,9,11,Fzd4,14.165391,5.458671
E8.5:injection18:clone_170,7,10,15,Acvrl1,-4.288512,-0.98767704
E8.5:injection18:clone_171,0,7,13,Fzd4,-1.6950132,-0.2297206
E8.5:injection18:clone_173,2,0,2,EGFP-1,8.707059,-5.0287614
E8.5:injection18:clone_1743,0,1,14,Bmpr1a,-4.3962297,2.1019244
E8.5:injection18:clone_175,0,12,18,Ptch1,-1.0692852,3.0003269
E8.5:injection18:clone_177,1,8,10,EGFP-1,11.450105,-1.9949179
E8.5:injection18:clone_18,1,8,10,Bmpr2,11.641081,-1.8480966
E8.5:injection18:clone_180,8,11,17,Ptch1,6.754369,-3.860876
E8.5:injection18:clone_1801,0,7,14,Tgfbr3,-3.9905596,0.717919
E8.5:injection18:clone_181,2,0,8,Fzd4,9.857438,-7.0997667
E8.5:injection18:clone_1818,0,12,18,Ptch1,-1.0852369,3.0759835
E8.5:injection18:clone_1819,4,5,5,EGFP-1,13.55832,1.7201556
E8.5:injection18:clone_1822,0,1,0,EGFP-1,-3.6648498,2.7899735
E8.5:injection18:clone_1824,4,5,12,EGFP-1,12.061961,0.9355943
E8.5:injection18:clone_1825,6,9,11,Ptch1,12.557017,5.4292364
E8.5:injection18:clone_1829,4,5,22,multi_gRNA,13.578837,-0.4500589
E8.5:injection18:clone_1833,0,12,18,Ptch1,-1.4780537,2.8416495
E8.5:injection18:clone_1834,4,5,12,EGFP-1,12.026772,0.7341518
E8.5:injection18:clone_1836,6,9,11,Ptch1,13.317153,6.124027
E8.5:injection18:clone_1837,0,12,18,Ptch1,-1.6327962,2.6996512
E8.5:injection18:clone_1838,6,9,11,Ptch1,14.213229,6.198098
E8.5:injection18:clone_1841,4,5,5,Bmpr1a,12.700689,2.651136
E8.5:injection18:clone_1842,0,1,0,multi_gRNA,-3.908068,3.0834746
E8.5:injection18:clone_1843,4,5,5,EGFP-1,13.03152,1.6073844
E8.5:injection18:clone_1845,6,9,11,Ptch1,12.877934,5.733606
E8.5:injection18:clone_1848,8,11,17,Ptch1,7.1503806,-3.9678838
E8.5:injection18:clone_1849,0,12,18,Ptch1,-1.2184054,3.1867425
E8.5:injection18:clone_185,0,1,0,Tgfbr3,-4.728643,4.9094486
E8.5:injection18:clone_1850,0,1,0,Lrp4,-4.1324086,3.21513
E8.5:injection18:clone_1854,6,9,11,Ptch1,14.287975,6.3833795
E8.5:injection18:clone_1855,0,12,18,Ptch1,-1.724028,3.297459
E8.5:injection18:clone_1856,0,12,18,Ptch1,-1.1098206,2.5422728
E8.5:injection18:clone_186,2,0,21,Tgfbr3,8.853282,-3.4722319
E8.5:injection18:clone_1860,0,12,18,Ptch1,-1.5624797,2.7718992
E8.5:injection18:clone_1861,6,9,11,Ptch1,12.307315,5.7285438
E8.5:injection18:clone_1862,0,12,18,Ptch1,-1.3470443,2.8234484
E8.5:injection18:clone_1864,4,5,5,Acvrl1,13.399063,3.136116
E8.5:injection18:clone_1866,1,4,1,Bmpr2,7.9203672,-2.2447622
E8.5:injection18:clone_1868,0,12,18,Ptch1,-1.3540642,2.92669
E8.5:injection18:clone_1869,0,1,0,Fzd4,-5.520151,3.9916399
E8.5:injection18:clone_187,1,4,1,EGFP-1,8.445872,-0.22685051
E8.5:injection18:clone_1870,6,9,11,Ptch1,12.713496,5.7094173
E8.5:injection18:clone_1871,0,7,14,Bmpr1a,-2.9454756,1.6518523
E8.5:injection18:clone_1874,4,5,5,Bmpr1a,14.0240555,1.8428742
E8.5:injection18:clone_1875,4,5,5,multi_gRNA,14.557691,2.608334
E8.5:injection18:clone_1877,0,12,18,Ptch1,-1.6165189,3.4603658
E8.5:injection18:clone_1879,4,5,12,EGFP-1,12.691253,0.79137063
E8.5:injection18:clone_188,8,11,17,Bmpr1a,6.727169,-4.890538
E8.5:injection18:clone_1880,7,10,15,Ptch1,-4.1148686,-1.0204507
E8.5:injection18:clone_1884,0,12,18,Ptch1,-1.1301513,2.086256
E8.5:injection18:clone_1885,5,6,22,Ptch1,14.938206,-1.723822
E8.5:injection18:clone_1888,0,12,18,Ptch1,-1.1376072,2.458495
E8.5:injection18:clone_189,0,7,13,Lrp4,-1.7868435,-0.24931093
E8.5:injection18:clone_1890,5,6,22,Ptch1,14.743242,-2.2538943
E8.5:injection18:clone_1894,0,1,0,Acvrl1,-3.9850318,4.864986
E8.5:injection18:clone_1895,0,1,0,Bmpr1a,-3.0216532,3.401815
E8.5:injection18:clone_1896,0,12,18,Ptch1,-1.4560314,3.4069755
E8.5:injection18:clone_1898,0,12,18,Ptch1,-0.9002036,2.033293
E8.5:injection18:clone_1900,0,1,0,Acvrl1,-4.2612767,4.355477
E8.5:injection18:clone_1901,0,1,0,Lrp4,-3.5288477,2.0675254
E8.5:injection18:clone_1902,4,5,5,EGFP-1,11.526223,2.8380816
E8.5:injection18:clone_1908,0,1,0,multi_gRNA,-4.2879257,3.9889255
E8.5:injection18:clone_1914,0,12,18,Ptch1,-1.9616923,3.335692
E8.5:injection18:clone_1915,0,12,18,Ptch1,-1.411204,3.1681929
E8.5:injection18:clone_1917,6,9,11,EGFP-1,14.342772,6.084665
E8.5:injection18:clone_1919,6,9,11,Ptch1,12.8438635,5.7258053
E8.5:injection18:clone_192,1,4,1,Bmpr2,8.918402,-0.9866698
E8.5:injection18:clone_1921,8,11,17,multi_gRNA,6.2855334,-5.919746
E8.5:injection18:clone_1922,0,1,0,Bmpr2,-4.6993423,3.7932682
E8.5:injection18:clone_1924,0,12,18,Ptch1,-1.2110395,3.0670342
E8.5:injection18:clone_1925,6,9,11,Ptch1,12.694657,5.2536497
E8.5:injection18:clone_1926,0,1,0,Fzd4,-3.634507,2.4401748
E8.5:injection18:clone_1927,0,1,0,Acvrl1,-4.2362313,3.0138817
E8.5:injection18:clone_1928,6,9,11,Ptch1,12.319566,6.0067987
E8.5:injection18:clone_193,0,7,14,Tgfbr3,-3.2393212,0.69687164
E8.5:injection18:clone_1930,0,1,0,Bmpr1a,-4.8694506,3.2548351
E8.5:injection18:clone_1931,0,1,0,Bmpr1a,-3.6804411,3.1557236
E8.5:injection18:clone_1933,0,1,0,Acvrl1,-3.4114554,3.257974
E8.5:injection18:clone_1934,6,9,11,Lrp4,14.603184,6.0341334
E8.5:injection18:clone_1939,0,1,0,multi_gRNA,-3.6849325,4.8566265
E8.5:injection18:clone_194,2,0,8,EGFP-1,9.504399,-7.688547
E8.5:injection18:clone_1941,4,3,9,Lrp4,10.802537,2.0350232
E8.5:injection18:clone_1944,6,9,11,Lrp4,14.560013,6.0978208
E8.5:injection18:clone_1949,0,1,0,Bmpr1a,-4.8603387,2.87548
E8.5:injection18:clone_1950,0,12,18,Ptch1,-1.4334484,2.5581713
E8.5:injection18:clone_1951,1,3,1,Lrp4,8.107194,-0.2902937
E8.5:injection18:clone_1954,0,1,0,EGFP-1,-3.7184098,2.7354784
E8.5:injection18:clone_1955,0,1,0,Acvrl1,-4.425629,2.816965
E8.5:injection18:clone_1957,4,5,5,Acvrl1,11.999758,3.405408
E8.5:injection18:clone_1958,0,12,18,Ptch1,-1.0990908,3.0570848
E8.5:injection18:clone_1962,4,5,5,NA,12.738456,2.8297632
E8.5:injection18:clone_1964,6,9,11,Ptch1,12.954673,5.73763
E8.5:injection18:clone_1965,8,11,17,Ptch1,6.1384196,-5.839767
E8.5:injection18:clone_1967,6,9,11,Lrp4,14.604855,5.9253836
E8.5:injection18:clone_197,8,11,17,Ptch1,7.0571785,-3.9043062
E8.5:injection18:clone_1976,6,9,11,multi_gRNA,12.433719,5.986149
E8.5:injection18:clone_198,5,6,4,multi_gRNA,14.696059,-3.869403
E8.5:injection18:clone_1980,0,12,18,Ptch1,-1.3602084,2.21433
E8.5:injection18:clone_1981,4,5,5,Bmpr1a,13.619739,2.1787686
E8.5:injection18:clone_1982,4,5,5,Acvrl1,12.519056,2.2391012
E8.5:injection18:clone_1988,0,12,18,Ptch1,-1.4374994,2.753444
E8.5:injection18:clone_1990,0,1,0,EGFP-1,-3.3264399,2.6900218
E8.5:injection18:clone_1991,4,5,12,Bmpr2,12.065504,1.231198
E8.5:injection18:clone_1995,4,5,5,multi_gRNA,13.61264,1.8303639
E8.5:injection18:clone_1997,0,12,18,Ptch1,-1.557518,3.113209
E8.5:injection18:clone_1999,0,12,18,Ptch1,-1.98809,2.7255523
E8.5:injection18:clone_20,1,8,10,Bmpr2,11.678261,-1.8874522
