,leiden_0.5,leiden_1,leiden_2,perturbation,UMAP1,UMAP2
E7.5:injection6:clone_1306,3,9,14,NA,-1.6450912,7.0548306
E7.5:injection6:clone_1309,3,9,14,NA,-0.8816197,6.589547
E7.5:injection6:clone_1315,1,0,6,NA,11.35156,8.689875
E7.5:injection6:clone_1317,3,4,12,NA,-3.5835829,7.940433
E7.5:injection6:clone_1320,2,1,1,NA,11.127614,1.0771718
E7.5:injection6:clone_1321,1,0,11,NA,14.407125,7.427696
E7.5:injection6:clone_1323,0,2,6,NA,10.029169,10.0203085
E7.5:injection6:clone_1330,6,7,8,NA,-0.45465288,1.5446084
E7.5:injection6:clone_1334,0,11,16,NA,8.721504,9.809694
E7.5:injection6:clone_1344,1,0,2,NA,12.534449,8.543759
E7.5:injection6:clone_1350,1,0,11,NA,10.959772,6.5652122
E7.5:injection6:clone_1351,3,4,12,NA,-4.138911,7.5822706
E7.5:injection6:clone_1353,0,11,16,NA,7.7912617,9.455907
E7.5:injection6:clone_1354,11,15,22,NA,-3.5158753,10.890903
E7.5:injection6:clone_1355,0,5,3,NA,6.624453,10.932014
E7.5:injection6:clone_1356,0,11,16,NA,9.466165,9.113844
E7.5:injection6:clone_1357,0,11,16,NA,7.7197948,9.518638
E7.5:injection6:clone_1361,3,9,14,NA,-1.0736544,5.773101
E7.5:injection6:clone_1368,3,4,12,NA,-4.060475,7.3946595
E7.5:injection6:clone_1373,0,11,16,NA,9.083948,8.9956
E7.5:injection6:clone_1374,3,9,14,NA,-0.97975993,6.869263
E7.5:injection6:clone_1376,0,5,3,NA,8.317879,11.10784
E7.5:injection6:clone_1377,0,2,6,NA,9.691888,10.036628
E7.5:injection6:clone_1379,3,4,12,NA,-3.0750108,7.7180195
E7.5:injection6:clone_1381,2,1,0,NA,11.752225,-1.4994309
E7.5:injection6:clone_1383,9,13,19,NA,-3.1003318,5.0214987
E7.5:injection6:clone_1385,3,4,12,NA,-4.0123053,7.712542
E7.5:injection6:clone_1390,0,5,3,NA,7.171627,11.149549
E7.5:injection6:clone_1391,6,7,8,NA,-0.49200156,1.3428042
E7.5:injection6:clone_1395,0,5,3,NA,8.150458,10.928575
E7.5:injection6:clone_1396,3,4,12,NA,-1.8439871,7.814881
E7.5:injection6:clone_1403,1,0,2,NA,12.619718,8.185814
E7.5:injection6:clone_1408,3,4,12,NA,-4.1362233,7.6104584
E7.5:injection6:clone_1410,0,2,6,NA,10.244909,9.107606
E7.5:injection6:clone_1415,2,1,0,NA,12.113291,-0.8470097
E7.5:injection6:clone_1427,0,11,16,NA,8.479695,9.40909
E7.5:injection6:clone_1437,3,9,14,NA,-0.9152671,6.846694
E7.5:injection6:clone_1444,4,3,5,NA,11.834385,4.4139276
E7.5:injection6:clone_1445,0,11,16,NA,9.811731,9.112905
E7.5:injection6:clone_1458,5,8,4,NA,8.130272,0.5151597
E7.5:injection6:clone_1468,6,7,8,NA,-0.4647974,1.1861894
E7.5:injection6:clone_1487,1,0,10,NA,11.430942,6.8576255
E7.5:injection6:clone_1488,2,1,0,NA,11.641747,-1.7088389
E7.5:injection6:clone_1490,2,1,1,NA,10.29626,1.3856133
E7.5:injection6:clone_1494,3,9,14,NA,-1.4625177,6.936449
E7.5:injection6:clone_1498,1,0,2,NA,12.003513,8.113612
E7.5:injection6:clone_1507,3,9,14,NA,-0.91294277,6.7068677
E7.5:injection6:clone_1516,3,4,12,NA,-1.7560385,7.777901
E7.5:injection6:clone_1518,5,6,15,NA,9.373002,4.1592307
E7.5:injection6:clone_1525,3,4,20,NA,-3.4723032,6.074486
E7.5:injection6:clone_1526,0,11,16,NA,7.78574,9.30166
E7.5:injection6:clone_1538,3,4,20,NA,-3.6166117,6.3740873
E7.5:injection6:clone_1561,3,4,12,NA,-3.3090475,7.1286135
E7.5:injection6:clone_229,1,0,10,NA,11.730548,6.6839886
E7.5:injection6:clone_253,0,11,16,NA,9.077156,9.0892315
E7.5:injection6:clone_277,5,8,4,NA,8.14103,2.539989
E7.5:injection6:clone_282,5,8,4,NA,8.085025,2.5206268
E7.5:injection6:clone_286,2,1,1,NA,12.346275,2.0980809
E7.5:injection6:clone_287,5,8,4,NA,8.566236,2.0583177
E7.5:injection6:clone_297,2,1,1,NA,10.566275,1.1071975
E7.5:injection6:clone_300,5,6,4,NA,9.308099,2.3855898
E7.5:injection6:clone_305,5,8,4,NA,8.11804,1.6561496
E7.5:injection6:clone_312,2,1,1,NA,10.8141775,1.1734016
E7.5:injection6:clone_317,2,1,1,NA,11.822931,0.1919355
E7.5:injection6:clone_321,2,1,1,NA,10.929199,0.8288424
E7.5:injection6:clone_325,5,8,4,NA,8.33984,1.7721294
E7.5:injection6:clone_326,2,1,1,NA,11.205023,0.17141174
E7.5:injection6:clone_328,5,6,4,NA,8.960768,2.2371361
E7.5:injection6:clone_335,5,6,4,NA,9.427967,2.2263808
E7.5:injection6:clone_337,5,8,4,NA,8.397338,2.287975
E7.5:injection6:clone_338,5,8,4,NA,8.195549,2.4815252
E7.5:injection6:clone_346,5,6,4,NA,9.066774,2.2825646
E7.5:injection6:clone_350,5,8,4,NA,8.157182,1.4198045
E7.5:injection6:clone_354,2,1,1,NA,12.403691,0.15930828
E7.5:injection6:clone_372,2,1,1,NA,12.3446045,0.20852773
E7.5:injection6:clone_373,5,8,4,NA,8.304887,1.2854011
E7.5:injection6:clone_393,5,8,4,NA,9.2705965,1.4504322
E7.5:injection6:clone_404,5,8,4,NA,8.442712,2.303235
E7.5:injection6:clone_405,2,1,0,NA,11.60384,-1.6512367
E7.5:injection6:clone_410,5,8,4,NA,7.889482,1.3855271
E7.5:injection6:clone_414,2,1,1,NA,10.770503,1.9085845
E7.5:injection6:clone_423,5,8,4,NA,8.20961,2.5074534
E7.5:injection6:clone_432,5,8,4,NA,8.29823,2.5232444
E7.5:injection6:clone_438,5,8,4,NA,8.3837805,2.0748277
E7.5:injection6:clone_439,5,8,4,NA,8.728892,1.2030102
E7.5:injection6:clone_441,5,8,4,NA,8.349002,2.2833333
E7.5:injection6:clone_443,2,1,0,NA,11.577155,-1.2459855
E7.5:injection6:clone_447,5,8,4,NA,8.869676,1.3364538
E7.5:injection6:clone_448,5,6,4,NA,9.049966,2.2443511
E7.5:injection6:clone_458,5,8,4,NA,8.399378,1.5231059
E7.5:injection6:clone_459,5,8,4,NA,7.978054,1.3451219
E7.5:injection6:clone_463,2,1,1,NA,12.133281,1.526673
E7.5:injection6:clone_465,2,1,1,NA,10.516553,1.205333
E7.5:injection6:clone_466,5,8,4,NA,8.546556,1.4884782
E7.5:injection6:clone_471,5,8,4,NA,8.395588,1.4679267
E7.5:injection6:clone_475,2,1,1,NA,10.810101,1.6690152
E7.5:injection6:clone_477,10,14,21,NA,4.0295625,6.542071
E7.5:injection6:clone_485,4,3,5,NA,12.476248,4.420026
E7.5:injection6:clone_486,2,1,1,NA,12.41523,0.6400026
E7.5:injection6:clone_488,2,1,1,NA,11.538816,0.7467052
E7.5:injection6:clone_492,2,1,0,NA,11.307366,-0.120387964
E7.5:injection6:clone_495,2,1,0,NA,11.387306,-0.6801769
E7.5:injection6:clone_504,2,1,0,NA,11.358812,-0.62853634
E7.5:injection6:clone_505,2,1,1,NA,10.569825,1.2716715
E7.5:injection6:clone_509,2,1,1,NA,12.008474,0.7324218
E7.5:injection6:clone_520,5,6,4,NA,9.287311,2.461635
E7.5:injection6:clone_522,2,1,0,NA,11.306269,-0.71616167
E7.5:injection6:clone_524,4,3,5,NA,12.9822645,4.1623764
E7.5:injection6:clone_525,5,8,4,NA,8.489401,1.4980898
E7.5:injection6:clone_527,2,1,1,NA,10.595664,1.0074766
E7.5:injection6:clone_532,2,1,1,NA,10.232505,1.5396367
E7.5:injection6:clone_534,2,1,0,NA,11.566359,-0.64366794
E7.5:injection6:clone_537,2,1,0,NA,12.11697,-0.49545395
E7.5:injection6:clone_538,5,6,4,NA,9.017281,2.3188534
E7.5:injection6:clone_541,5,8,4,NA,8.431911,2.3459575
E7.5:injection6:clone_552,2,1,1,NA,10.275107,1.7935797
E7.5:injection6:clone_555,5,8,4,NA,8.174632,0.9868726
E7.5:injection6:clone_565,5,8,4,NA,8.224448,1.6669506
E7.5:injection6:clone_575,5,6,4,NA,9.173405,2.1059666
E7.5:injection6:clone_580,5,6,4,NA,9.443771,2.087622
E7.5:injection6:clone_581,2,1,1,NA,10.855085,0.62691516
E7.5:injection6:clone_582,5,8,4,NA,8.508717,0.8497139
E7.5:injection6:clone_585,2,1,1,NA,10.253047,1.699889
E7.5:injection6:clone_586,2,1,1,NA,10.028147,1.5232348
E7.5:injection6:clone_588,5,6,4,NA,9.453951,2.0405767
E7.5:injection6:clone_596,5,6,4,NA,9.617222,1.3679057
E7.5:injection6:clone_597,2,1,1,NA,11.502849,1.7682811
E7.5:injection6:clone_598,4,3,13,NA,13.878452,3.8252544
E7.5:injection6:clone_604,0,2,7,NA,9.485633,10.751684
E7.5:injection6:clone_608,5,8,4,NA,8.1681,0.70717114
E7.5:injection6:clone_609,2,1,1,NA,11.913532,0.3770724
E7.5:injection6:clone_613,2,1,1,NA,11.63278,1.88478
E7.5:injection6:clone_617,2,1,0,NA,11.399453,-0.23313059
E7.5:injection6:clone_619,5,8,4,NA,8.246642,0.6871171
E7.5:injection6:clone_622,5,6,4,NA,9.547315,2.1321208
E7.5:injection6:clone_623,2,1,1,NA,10.58678,1.7099578
E7.5:injection6:clone_631,2,1,1,NA,12.180313,0.9498442
E7.5:injection6:clone_633,5,8,4,NA,8.366786,2.3479517
E7.5:injection6:clone_645,2,1,1,NA,11.150889,1.099166
E7.5:injection6:clone_646,1,0,10,NA,12.029477,6.036781
E7.5:injection6:clone_649,4,3,13,NA,14.201858,3.9176915
E7.5:injection6:clone_651,4,3,5,NA,12.943226,4.6410866
E7.5:injection6:clone_653,0,2,6,NA,10.889734,9.871667
E7.5:injection6:clone_654,2,1,0,NA,12.610921,-0.7878262
E7.5:injection6:clone_655,1,0,10,NA,11.85537,6.0202527
E7.5:injection6:clone_656,3,4,20,NA,-3.2387073,5.710462
E7.5:injection6:clone_657,3,4,12,NA,-2.734501,7.541936
E7.5:injection6:clone_658,3,4,20,NA,-3.748325,6.7212877
E7.5:injection6:clone_659,1,0,10,NA,11.776526,6.9855223
E7.5:injection6:clone_660,2,1,0,NA,12.505414,-0.9708908
E7.5:injection6:clone_661,3,9,14,NA,-1.8360616,6.8223195
E7.5:injection6:clone_662,1,0,2,NA,13.462921,8.386769
E7.5:injection6:clone_663,1,0,10,NA,12.069976,7.0057178
E7.5:injection6:clone_664,1,0,2,NA,12.263662,7.900952
E7.5:injection6:clone_665,4,3,5,NA,12.319956,3.9183538
E7.5:injection6:clone_666,8,12,18,NA,2.172135,4.428855
E7.5:injection6:clone_667,0,2,7,NA,9.200643,11.031491
E7.5:injection6:clone_668,1,0,11,NA,14.265859,8.283311
E7.5:injection6:clone_669,0,11,16,NA,9.531063,8.949211
E7.5:injection6:clone_670,1,0,2,NA,13.19937,8.917786
E7.5:injection6:clone_671,0,2,7,NA,9.604332,11.666312
E7.5:injection6:clone_672,1,0,11,NA,14.313044,8.288217
E7.5:injection6:clone_673,0,2,7,NA,9.617535,11.830404
E7.5:injection6:clone_674,2,1,1,NA,12.487614,0.3974206
E7.5:injection6:clone_675,0,11,16,NA,10.24544,8.854052
E7.5:injection6:clone_676,5,8,4,NA,8.177649,0.58857435
E7.5:injection6:clone_677,0,2,7,NA,9.41425,11.920745
E7.5:injection6:clone_678,3,4,12,NA,-4.176778,7.677133
E7.5:injection6:clone_679,0,5,3,NA,8.362565,11.434984
E7.5:injection6:clone_680,0,5,3,NA,7.820884,12.009346
E7.5:injection6:clone_681,1,0,9,NA,13.769521,6.523446
E7.5:injection6:clone_682,2,1,0,NA,12.282705,-0.52751005
E7.5:injection6:clone_683,4,3,5,NA,12.22407,4.5765185
E7.5:injection6:clone_684,0,2,6,NA,10.578784,10.172771
E7.5:injection6:clone_685,1,0,11,NA,14.371685,7.6397595
E7.5:injection6:clone_686,1,0,10,NA,11.634657,7.259634
E7.5:injection6:clone_687,1,0,10,NA,12.208975,7.0125318
E7.5:injection6:clone_688,1,0,9,NA,13.113203,7.392374
E7.5:injection6:clone_689,6,7,8,NA,-0.43171614,1.1439304
E7.5:injection6:clone_690,1,0,11,NA,14.461171,6.9441404
E7.5:injection6:clone_691,3,4,12,NA,-3.853696,7.859331
E7.5:injection6:clone_692,0,2,7,NA,9.019156,10.9129715
E7.5:injection6:clone_693,3,4,20,NA,-3.2653143,6.2374816
E7.5:injection6:clone_694,4,3,5,NA,12.358272,4.799541
E7.5:injection6:clone_695,0,2,7,NA,9.67178,11.61347
E7.5:injection6:clone_696,0,5,3,NA,7.7890754,11.648127
E7.5:injection6:clone_698,3,4,12,NA,-2.256848,7.3002768
E7.5:injection6:clone_699,1,0,2,NA,13.288817,8.578588
E7.5:injection6:clone_701,3,4,20,NA,-3.6714072,6.6834545
E7.5:injection6:clone_702,1,0,11,NA,14.415536,7.4602623
E7.5:injection6:clone_704,1,0,10,NA,12.158817,7.338472
E7.5:injection6:clone_705,4,3,5,NA,12.017591,4.489319
E7.5:injection6:clone_706,4,3,13,NA,14.2006445,4.2364483
E7.5:injection6:clone_707,0,2,6,NA,9.798511,9.852146
E7.5:injection6:clone_708,1,0,11,NA,14.272394,7.389001
E7.5:injection6:clone_709,3,9,14,NA,-1.4457493,6.4880066
E7.5:injection6:clone_710,2,1,1,NA,11.940105,0.50083596
E7.5:injection6:clone_711,4,3,5,NA,12.53061,5.048749
E7.5:injection6:clone_712,1,0,10,NA,12.670701,6.969486
E7.5:injection6:clone_714,0,2,6,NA,10.721942,10.40585
E7.5:injection6:clone_716,2,1,0,NA,12.665508,-0.73444647
E7.5:injection6:clone_717,3,4,20,NA,-3.5330071,5.850007
E7.5:injection6:clone_718,2,1,0,NA,12.543516,-1.0068196
E7.5:injection6:clone_719,2,1,0,NA,12.107691,-0.048857205
E7.5:injection6:clone_720,1,0,10,NA,13.036821,6.880374
E7.5:injection6:clone_721,0,2,7,NA,9.041146,11.633418
E7.5:injection6:clone_722,2,1,1,NA,12.240781,0.9204366
E7.5:injection6:clone_723,1,0,9,NA,13.584376,8.198867
E7.5:injection6:clone_724,0,2,6,NA,10.566507,9.336702
E7.5:injection6:clone_725,1,0,10,NA,11.9049,6.3570056
E7.5:injection6:clone_726,3,9,14,NA,-1.2765124,6.8033805
E7.5:injection6:clone_727,1,0,10,NA,12.062979,6.0055165
E7.5:injection6:clone_728,1,0,11,NA,14.171034,6.5644546
E7.5:injection6:clone_729,9,13,19,NA,-2.9334848,4.547812
E7.5:injection6:clone_730,5,8,4,NA,8.1433115,0.66246295
E7.5:injection6:clone_731,2,1,1,NA,11.506464,0.14186169
E7.5:injection6:clone_732,2,1,0,NA,12.021527,-1.3938184
E7.5:injection6:clone_733,0,2,6,NA,10.818527,9.462479
E7.5:injection6:clone_734,6,7,8,NA,-0.5549942,1.1888357
E7.5:injection6:clone_735,1,0,2,NA,13.339488,7.559227
E7.5:injection6:clone_736,0,2,6,NA,10.069867,9.901833
E7.5:injection6:clone_737,1,0,11,NA,14.344916,7.873623
E7.5:injection6:clone_738,0,2,6,NA,10.301459,10.462207
E7.5:injection6:clone_739,1,0,10,NA,12.11221,5.8991246
E7.5:injection6:clone_740,3,4,12,NA,-4.168405,7.617063
E7.5:injection6:clone_741,3,9,14,NA,-1.5801382,6.222607
E7.5:injection6:clone_742,0,2,6,NA,9.939442,10.119744
E7.5:injection6:clone_743,3,9,14,NA,-0.8772523,5.9910126
E7.5:injection6:clone_744,0,2,6,NA,11.324889,9.793264
E7.5:injection6:clone_745,3,4,20,NA,-3.3984442,6.456206
E7.5:injection6:clone_746,3,9,14,NA,-0.8698376,6.0398526
E7.5:injection6:clone_747,0,2,6,NA,11.228949,10.371612
E7.5:injection6:clone_748,1,0,9,NA,13.516127,8.014231
E7.5:injection6:clone_749,3,4,20,NA,-3.1272464,5.7367835
E7.5:injection6:clone_751,1,0,9,NA,13.23051,6.9822435
E7.5:injection6:clone_752,1,0,10,NA,12.529726,6.57275
E7.5:injection6:clone_753,1,0,11,NA,14.308891,7.210623
E7.5:injection6:clone_754,1,3,10,NA,12.582729,5.4210124
E7.5:injection6:clone_755,1,0,10,NA,11.697793,6.477701
E7.5:injection6:clone_756,0,2,6,NA,10.758117,9.358839
E7.5:injection6:clone_757,2,1,1,NA,12.25616,0.02239527
E7.5:injection6:clone_758,3,4,20,NA,-3.3234499,5.8338356
E7.5:injection6:clone_759,4,3,5,NA,12.467839,4.7345176
E7.5:injection6:clone_760,3,9,14,NA,-0.7761753,6.0075173
E7.5:injection6:clone_761,1,0,2,NA,12.263947,7.6711354
E7.5:injection6:clone_762,1,0,10,NA,12.313831,5.554001
E7.5:injection6:clone_763,1,0,11,NA,14.154543,7.61002
E7.5:injection6:clone_764,9,13,19,NA,-2.706301,4.226322
E7.5:injection6:clone_765,1,0,2,NA,12.292108,8.619124
E7.5:injection6:clone_766,1,0,9,NA,13.712867,8.0092535
E7.5:injection6:clone_767,0,11,16,NA,7.8786407,9.68263
E7.5:injection6:clone_769,1,0,2,NA,12.5233135,7.6409636
E7.5:injection6:clone_770,0,2,7,NA,9.640665,11.565147
E7.5:injection6:clone_771,6,7,8,NA,0.7116942,1.727449
E7.5:injection6:clone_772,1,0,10,NA,12.273636,5.9505124
E7.5:injection6:clone_774,3,9,14,NA,-1.2001231,6.169766
E7.5:injection6:clone_775,1,0,10,NA,12.589751,6.9572654
E7.5:injection6:clone_776,2,1,1,NA,11.059753,0.5085838
E7.5:injection6:clone_777,3,9,14,NA,-1.8076954,6.786275
E7.5:injection6:clone_778,1,0,2,NA,12.833861,8.213769
E7.5:injection6:clone_779,1,0,9,NA,13.992431,6.1542335
E7.5:injection6:clone_780,0,2,7,NA,8.875945,11.115186
E7.5:injection6:clone_781,2,1,0,NA,12.652205,-0.7030427
E7.5:injection6:clone_782,1,0,10,NA,12.370774,6.1941123
E7.5:injection6:clone_783,1,0,2,NA,12.03114,7.645626
E7.5:injection6:clone_784,1,0,2,NA,12.374998,7.601818
E7.5:injection6:clone_785,6,7,8,NA,-0.4706972,1.2734368
E7.5:injection6:clone_786,1,0,10,NA,11.86959,6.211344
E7.5:injection6:clone_787,0,5,3,NA,6.7714596,10.821948
E7.5:injection6:clone_788,2,1,0,NA,12.232461,-0.23267452
E7.5:injection6:clone_789,4,3,13,NA,14.030253,4.1289377
E7.5:injection6:clone_790,1,0,2,NA,12.248703,8.953704
E7.5:injection6:clone_791,2,1,0,NA,11.009214,-1.350538
E7.5:injection6:clone_792,1,0,2,NA,12.446298,8.672996
E7.5:injection6:clone_793,2,1,1,NA,11.801697,0.6731487
E7.5:injection6:clone_794,1,0,2,NA,12.491125,8.141063
E7.5:injection6:clone_797,1,0,10,NA,11.730016,6.923662
E7.5:injection6:clone_798,3,4,20,NA,-3.7239847,6.561843
E7.5:injection6:clone_801,0,2,6,NA,10.981578,9.923672
E7.5:injection6:clone_802,4,3,5,NA,12.238955,3.5692883
E7.5:injection6:clone_803,3,9,14,NA,-1.4367176,6.698921
E7.5:injection6:clone_804,1,0,11,NA,14.234234,8.03021
E7.5:injection6:clone_805,2,1,0,NA,11.133381,-0.8149155
E7.5:injection6:clone_807,0,11,16,NA,10.672748,9.046938
E7.5:injection6:clone_808,2,1,0,NA,11.412952,-1.6599282
E7.5:injection6:clone_809,1,0,10,NA,12.111009,6.960758
E7.5:injection6:clone_810,3,4,12,NA,-2.427874,7.2241936
E7.5:injection6:clone_811,1,0,10,NA,11.515598,6.9873595
E7.5:injection6:clone_812,0,2,6,NA,10.920657,10.599913
E7.5:injection6:clone_813,3,9,14,NA,-1.2943013,5.9044595
E7.5:injection6:clone_814,0,2,7,NA,9.974906,11.512353
E7.5:injection6:clone_815,0,2,6,NA,10.958142,9.743906
E7.5:injection6:clone_816,1,0,10,NA,12.137919,6.080663
E7.5:injection6:clone_817,0,2,6,NA,11.45176,10.142921
E7.5:injection6:clone_819,0,5,3,NA,6.924371,11.357841
E7.5:injection6:clone_820,1,0,10,NA,11.832306,6.2998257
E7.5:injection6:clone_821,2,1,1,NA,12.197075,0.68970364
E7.5:injection6:clone_822,2,1,0,NA,11.306374,-0.1156844
E7.5:injection6:clone_823,2,1,1,NA,12.312926,0.9797693
E7.5:injection6:clone_825,3,4,20,NA,-3.4441044,5.8863463
E7.5:injection6:clone_826,1,0,10,NA,12.738576,5.799308
E7.5:injection6:clone_827,0,11,16,NA,9.612848,8.907692
E7.5:injection6:clone_828,6,7,8,NA,-0.50569576,1.2696246
E7.5:injection6:clone_829,0,5,3,NA,6.790844,10.826687
E7.5:injection6:clone_831,0,5,3,NA,7.7160397,11.655575
E7.5:injection6:clone_832,0,2,6,NA,11.14538,9.96065
E7.5:injection6:clone_833,1,0,10,NA,12.602017,6.1213236
E7.5:injection6:clone_834,1,0,11,NA,14.193309,7.7154737
E7.5:injection6:clone_835,4,0,9,NA,12.981989,6.239081
E7.5:injection6:clone_836,2,1,1,NA,12.212847,0.76254827
E7.5:injection6:clone_837,0,11,16,NA,8.463556,9.226529
E7.5:injection6:clone_838,0,5,3,NA,7.5844264,11.133225
E7.5:injection6:clone_839,3,9,14,NA,-1.1219002,5.7689514
E7.5:injection6:clone_840,1,0,9,NA,13.356886,8.2462
E7.5:injection6:clone_841,10,14,21,NA,3.9578614,6.641877
E7.5:injection6:clone_842,0,5,3,NA,6.69426,11.219198
E7.5:injection6:clone_843,3,9,14,NA,-0.85416347,6.9119873
E7.5:injection6:clone_844,5,8,4,NA,8.143966,0.57672256
E7.5:injection6:clone_846,1,0,2,NA,13.414506,8.554304
E7.5:injection6:clone_847,0,2,6,NA,11.022497,10.525927
E7.5:injection6:clone_848,3,4,12,NA,-2.1414032,7.7503448
E7.5:injection6:clone_849,4,3,13,NA,14.026387,4.272191
E7.5:injection6:clone_850,0,5,3,NA,6.6312127,10.974584
E7.5:injection6:clone_851,5,8,4,NA,8.246247,0.8414625
E7.5:injection6:clone_852,3,4,12,NA,-2.8289473,7.3415265
E7.5:injection6:clone_853,6,7,8,NA,-0.48060676,1.4511087
E7.5:injection6:clone_854,11,15,22,NA,-3.4758575,10.843848
E7.5:injection6:clone_855,1,0,10,NA,12.282246,6.5412483
E7.5:injection6:clone_856,3,9,14,NA,-1.3221943,7.113533
E7.5:injection6:clone_857,3,4,20,NA,-3.537073,6.1442323
E7.5:injection6:clone_858,3,4,12,NA,-2.0936863,7.518455
E7.5:injection6:clone_859,4,3,13,NA,13.169533,3.2696013
E7.5:injection6:clone_860,1,0,2,NA,12.4860115,8.559012
E7.5:injection6:clone_861,1,3,10,NA,12.444828,5.3189473
E7.5:injection6:clone_862,2,1,1,NA,12.035661,0.6980158
E7.5:injection6:clone_863,0,2,6,NA,11.004288,10.79222
E7.5:injection6:clone_864,11,15,22,NA,-3.4418013,10.881487
E7.5:injection6:clone_865,3,9,14,NA,-0.9989419,5.79882
E7.5:injection6:clone_866,4,3,5,NA,12.094122,4.4852095
E7.5:injection6:clone_867,0,2,7,NA,8.983399,11.105082
E7.5:injection6:clone_868,5,8,4,NA,8.180457,0.49333733
E7.5:injection6:clone_869,3,4,20,NA,-3.55659,6.7320013
E7.5:injection6:clone_870,2,1,1,NA,12.152583,0.42499635
E7.5:injection6:clone_871,3,4,12,NA,-4.228679,7.667014
E7.5:injection6:clone_872,0,5,3,NA,8.240592,11.204203
E7.5:injection6:clone_873,0,11,16,NA,9.176797,8.96525
E7.5:injection6:clone_874,3,9,14,NA,-0.9883228,6.337153
E7.5:injection6:clone_875,6,7,8,NA,-0.41439494,1.0610638
E7.5:injection6:clone_877,0,11,16,NA,9.720355,9.197547
E7.5:injection6:clone_878,2,1,0,NA,11.043419,-0.45357072
E7.5:injection6:clone_879,2,1,0,NA,11.70247,-1.8098758
E7.5:injection6:clone_880,1,0,10,NA,12.344774,5.8001013
E7.5:injection6:clone_881,2,1,1,NA,12.1023855,0.88064694
E7.5:injection6:clone_882,0,11,16,NA,10.281107,8.988383
E7.5:injection6:clone_883,0,2,6,NA,10.141911,10.850646
E7.5:injection6:clone_884,0,5,3,NA,7.9684772,11.908033
E7.5:injection6:clone_885,0,11,16,NA,8.416926,9.322436
E7.5:injection6:clone_886,1,0,10,NA,11.944052,6.068586
E7.5:injection6:clone_887,0,5,3,NA,7.6077213,11.4205885
E7.5:injection6:clone_888,1,0,2,NA,12.987233,8.524368
E7.5:injection6:clone_889,3,9,14,NA,-1.0017558,6.769453
E7.5:injection6:clone_891,3,9,14,NA,-1.0536547,6.9234004
E7.5:injection6:clone_892,0,5,3,NA,7.7178216,11.871786
E7.5:injection6:clone_893,2,1,0,NA,12.374488,-0.6393227
E7.5:injection6:clone_894,1,0,2,NA,12.749201,8.879204
E7.5:injection6:clone_895,3,4,20,NA,-3.544403,5.9162517
E7.5:injection6:clone_896,0,5,3,NA,8.281239,10.750761
E7.5:injection6:clone_897,8,12,18,NA,2.1133626,4.507054
E7.5:injection6:clone_898,1,0,6,NA,11.030714,8.662677
E7.5:injection6:clone_899,0,5,3,NA,6.8622313,11.089112
E7.5:injection6:clone_900,1,0,9,NA,13.359104,6.255554
E7.5:injection6:clone_902,1,0,11,NA,13.853096,6.919709
E7.5:injection6:clone_903,1,0,10,NA,12.007197,6.1576667
E7.5:injection6:clone_904,2,1,0,NA,11.942906,-1.3740813
E7.5:injection6:clone_905,0,5,3,NA,8.195259,10.74015
E7.5:injection6:clone_906,3,9,14,NA,-1.9220026,6.411095
E7.5:injection6:clone_907,1,0,11,NA,13.941217,7.3804092
E7.5:injection6:clone_908,4,3,5,NA,12.642934,5.2834573
E7.5:injection6:clone_909,3,9,14,NA,-0.972901,6.0565534
E7.5:injection6:clone_910,0,2,7,NA,9.492046,11.623029
E7.5:injection6:clone_912,6,7,8,NA,-0.38816896,1.1870358
E7.5:injection6:clone_913,6,7,8,NA,-0.18667023,1.025635
E7.5:injection6:clone_914,3,4,20,NA,-3.4323068,5.986327
E7.5:injection6:clone_915,0,11,16,NA,9.393665,8.898675
E7.5:injection6:clone_916,1,0,2,NA,12.086806,8.255074
E7.5:injection6:clone_917,3,4,12,NA,-2.7091665,7.501453
E7.5:injection6:clone_918,1,0,9,NA,13.233038,6.571927
E7.5:injection6:clone_919,1,0,2,NA,12.019261,8.971749
E7.5:injection6:clone_920,3,4,12,NA,-2.1913805,7.835124
E7.5:injection6:clone_922,3,9,14,NA,-0.8356159,7.004605
E7.5:injection6:clone_923,0,2,7,NA,9.649901,10.668244
E7.5:injection6:clone_924,0,5,3,NA,7.462192,11.595571
E7.5:injection6:clone_925,2,1,0,NA,12.474254,-0.30318707
E7.5:injection6:clone_927,0,11,16,NA,9.880446,8.798468
E7.5:injection6:clone_928,2,1,0,NA,12.537485,-0.55162126
E7.5:injection6:clone_929,2,1,1,NA,12.362016,0.4198706
E7.5:injection6:clone_930,0,2,7,NA,9.59341,10.630227
E7.5:injection6:clone_932,0,11,16,NA,9.360802,8.943838
E7.5:injection6:clone_933,2,1,0,NA,11.545733,-1.7934326
E7.5:injection6:clone_934,3,4,20,NA,-3.4741132,6.8670607
E7.5:injection6:clone_935,0,2,7,NA,8.932629,10.827031
E7.5:injection6:clone_936,3,9,14,NA,-1.280682,7.333571
E7.5:injection6:clone_937,0,2,7,NA,8.994894,10.903657
E7.5:injection6:clone_938,0,2,7,NA,9.159758,11.634291
E7.5:injection6:clone_939,3,4,12,NA,-2.8467834,7.8021493
E7.5:injection6:clone_941,0,2,7,NA,9.600276,11.759671
E7.5:injection6:clone_942,2,1,0,NA,11.164259,-1.2579861
E7.5:injection6:clone_943,6,7,8,NA,-0.022449179,1.6745294
