,leiden_0.5,leiden_1,leiden_2,perturbation,UMAP1,UMAP2
E7.5:injection9:clone_707,5,6,15,Fgfr1,8.442319,4.6363425
E7.5:injection9:clone_709,6,7,8,multi_gRNA,-1.1449358,2.0473719
E7.5:injection9:clone_711,1,0,9,uncertain,13.945826,7.657311
E7.5:injection9:clone_713,9,13,19,Acvr2a,-2.4579003,3.8771205
E7.5:injection9:clone_714,2,1,0,NA,11.395549,-1.6505927
E7.5:injection9:clone_715,1,0,2,Acvr2a,12.56008,8.028395
E7.5:injection9:clone_717,5,8,4,Lgr4,8.639819,1.0043595
E7.5:injection9:clone_721,9,13,19,Lrp2,-2.4917696,4.317356
E7.5:injection9:clone_722,1,0,2,Lgr4,13.34677,8.637681
E7.5:injection9:clone_723,5,8,4,Acvr2a,8.688313,1.0314536
E7.5:injection9:clone_724,2,1,0,Acvr2a,11.228456,-0.58456975
E7.5:injection9:clone_726,8,12,18,EGFP-1,4.1587768,4.9164515
E7.5:injection9:clone_728,2,1,0,EGFP-1,11.492896,-1.7587551
E7.5:injection9:clone_729,2,1,0,Acvr2a,11.364314,-0.96483284
E7.5:injection9:clone_730,9,13,19,Fgfr1,-2.454593,3.857318
E7.5:injection9:clone_731,1,0,10,Lgr4,12.7716055,6.5607915
E7.5:injection9:clone_738,4,3,13,Lgr4,14.006919,3.9057038
E7.5:injection9:clone_739,1,0,9,EGFP-1,14.166205,7.3177357
E7.5:injection9:clone_741,4,3,5,EGFP-1,12.722872,5.344639
E7.5:injection9:clone_744,9,13,19,Lrp2,-2.1719868,4.0048013
E7.5:injection9:clone_745,4,3,13,Lrp2,12.705541,3.2245004
E7.5:injection9:clone_746,6,7,8,Fgfr1,0.46554568,1.9956987
E7.5:injection9:clone_749,4,3,13,Fgfr1,13.999878,3.9194121
E7.5:injection9:clone_75,3,9,14,Fgfr1,-0.2521012,6.0155787
E7.5:injection9:clone_751,4,3,5,EGFP-1,12.593588,3.4248881
E7.5:injection9:clone_754,2,1,0,Lgr4,11.373822,-0.16228652
E7.5:injection9:clone_756,9,13,19,Lrp2,-2.159634,4.0081387
E7.5:injection9:clone_762,3,9,14,Lgr4,-0.44747645,6.140194
E7.5:injection9:clone_763,2,1,1,Acvr2a,10.928479,0.35886353
E7.5:injection9:clone_766,5,6,15,Fgfr1,9.379156,3.6244748
E7.5:injection9:clone_767,2,1,1,Acvr2a,11.2638235,0.28990895
E7.5:injection9:clone_768,5,6,15,Acvr2a,9.219334,3.471507
E7.5:injection9:clone_770,1,0,10,EGFP-1,11.934286,6.681032
E7.5:injection9:clone_773,4,3,5,Acvr2a,12.496068,3.2946913
E7.5:injection9:clone_778,2,1,1,EGFP-1,11.213421,1.7896879
E7.5:injection9:clone_780,2,1,0,Lrp2,11.343252,-1.7143239
E7.5:injection9:clone_783,5,6,15,Fzd2,8.889309,4.6917686
E7.5:injection9:clone_787,4,3,5,Acvr2a,12.709278,3.8823004
E7.5:injection9:clone_790,2,1,1,Acvr2a,11.362124,0.9569362
E7.5:injection9:clone_797,9,13,19,Fgfr1,-2.673666,4.067612
E7.5:injection9:clone_803,5,8,4,Fzd2,8.617421,1.1247022
E7.5:injection9:clone_815,5,6,4,Lrp2,9.471461,2.9115593
E7.5:injection9:clone_819,9,13,19,Acvr2a,-2.1507447,4.1715417
E7.5:injection9:clone_820,5,8,4,Fgfr1,8.0771885,0.9046998
E7.5:injection9:clone_822,4,3,5,Lgr4,12.431318,3.7249856
E7.5:injection9:clone_823,4,3,13,EGFP-1,13.275965,3.1822388
E7.5:injection9:clone_826,1,0,11,NA,14.049128,7.3994174
E7.5:injection9:clone_831,5,8,4,Lgr4,8.282427,1.729202
E7.5:injection9:clone_834,9,13,19,Acvr2a,-2.2617302,4.0000463
E7.5:injection9:clone_837,1,0,11,EGFP-1,14.320308,7.4403844
E7.5:injection9:clone_838,1,0,2,Acvr2a,12.556242,8.301792
E7.5:injection9:clone_841,4,3,13,Lrp2,13.53178,4.9317794
E7.5:injection9:clone_843,5,6,4,Fzd2,9.287803,1.8861294
E7.5:injection9:clone_846,5,6,15,Lgr4,8.537622,5.128623
E7.5:injection9:clone_851,4,3,5,Lrp2,12.9749155,4.5167956
E7.5:injection9:clone_858,1,0,2,Fgfr1,11.970338,7.682455
E7.5:injection9:clone_862,0,5,3,Fzd2,6.8328547,11.467888
E7.5:injection9:clone_863,4,3,5,EGFP-1,12.758616,4.93718
E7.5:injection9:clone_867,1,0,9,Fzd2,13.168246,7.365409
E7.5:injection9:clone_868,0,2,7,Lrp2,9.995042,11.6397085
E7.5:injection9:clone_872,2,1,1,Acvr2a,11.208757,1.0623554
E7.5:injection9:clone_873,0,2,7,EGFP-1,8.865553,11.762316
E7.5:injection9:clone_874,4,3,13,Acvr2a,13.134345,4.029342
E7.5:injection9:clone_875,4,3,5,Lgr4,12.304679,4.719417
E7.5:injection9:clone_877,4,3,5,EGFP-1,12.641009,3.9243436
E7.5:injection9:clone_879,4,3,13,EGFP-1,13.347789,3.6080835
E7.5:injection9:clone_881,0,2,7,Fgfr1,9.43922,10.845296
E7.5:injection9:clone_890,6,7,8,NA,0.5615102,1.7232144
E7.5:injection9:clone_894,1,0,10,Fzd2,11.646257,7.225399
E7.5:injection9:clone_903,1,0,2,multi_gRNA,12.14586,9.082297
E7.5:injection9:clone_905,1,0,2,Lrp2,12.147348,7.5754766
E7.5:injection9:clone_906,4,3,13,Fgfr1,13.995423,4.202239
E7.5:injection9:clone_908,4,3,5,Lgr4,12.610142,3.6504114
E7.5:injection9:clone_911,4,3,13,Lrp2,13.087364,4.122082
E7.5:injection9:clone_912,4,3,5,Acvr2a,12.911385,4.492205
E7.5:injection9:clone_915,4,3,5,Fzd2,12.617861,4.118806
E7.5:injection9:clone_917,1,0,10,Acvr2a,11.868426,6.7588515
E7.5:injection9:clone_918,6,7,8,Lgr4,-0.2917035,1.0749679
E7.5:injection9:clone_919,1,0,11,Acvr2a,13.72295,7.8123865
E7.5:injection9:clone_920,1,0,9,Lgr4,12.91702,6.6635327
E7.5:injection9:clone_921,1,0,9,Lgr4,13.683574,7.322981
E7.5:injection9:clone_922,4,3,5,EGFP-1,12.430924,5.132189
E7.5:injection9:clone_923,0,2,6,EGFP-1,10.050225,10.21981
E7.5:injection9:clone_924,1,0,9,Lgr4,13.613458,6.306041
E7.5:injection9:clone_925,0,2,6,Lrp2,10.372452,10.145275
E7.5:injection9:clone_927,1,0,2,Fgfr1,12.953683,8.370331
E7.5:injection9:clone_928,0,2,6,Fgfr1,10.86733,10.501805
E7.5:injection9:clone_929,1,0,11,multi_gRNA,13.755259,7.461503
E7.5:injection9:clone_930,4,0,5,Lgr4,13.177245,6.001653
E7.5:injection9:clone_931,0,2,7,Lrp2,9.905132,11.6040945
E7.5:injection9:clone_932,1,0,2,Fzd2,12.158542,7.972946
E7.5:injection9:clone_933,1,0,2,Lgr4,12.48214,8.839104
E7.5:injection9:clone_934,4,3,5,Lgr4,12.583565,5.1248093
E7.5:injection9:clone_935,0,2,6,Fgfr1,10.205327,9.824906
E7.5:injection9:clone_936,1,0,2,Fzd2,12.529117,8.740089
E7.5:injection9:clone_937,0,5,3,Lgr4,8.112862,11.349653
E7.5:injection9:clone_938,0,2,6,Lgr4,10.700443,10.07192
E7.5:injection9:clone_939,1,0,2,Lgr4,12.616629,8.315558
E7.5:injection9:clone_940,0,2,7,Lgr4,8.645324,11.723478
E7.5:injection9:clone_941,1,0,9,EGFP-1,13.428036,7.131007
E7.5:injection9:clone_942,0,5,3,Fzd2,7.3417397,11.98689
E7.5:injection9:clone_943,0,5,3,Acvr2a,7.615989,11.828186
E7.5:injection9:clone_944,1,0,2,Fzd2,12.93829,8.654129
E7.5:injection9:clone_945,4,3,13,multi_gRNA,12.77946,3.1241179
E7.5:injection9:clone_946,1,0,9,Fzd2,14.049202,6.4868727
E7.5:injection9:clone_947,1,0,9,uncertain,13.559795,7.724066
E7.5:injection9:clone_948,0,5,3,EGFP-1,6.776591,11.090309
E7.5:injection9:clone_949,1,0,11,Lgr4,13.938875,6.5296364
E7.5:injection9:clone_950,1,0,11,Lgr4,13.970632,8.171857
E7.5:injection9:clone_952,1,0,9,Lrp2,13.558835,7.2861176
E7.5:injection9:clone_953,0,2,7,EGFP-1,9.424085,11.250448
E7.5:injection9:clone_954,1,0,9,Lgr4,13.456914,7.5706024
E7.5:injection9:clone_955,0,5,3,Lrp2,7.5452604,11.785706
E7.5:injection9:clone_957,0,5,3,Acvr2a,8.179861,11.11674
E7.5:injection9:clone_958,0,2,6,Fgfr1,10.960118,10.306905
E7.5:injection9:clone_959,4,3,13,Lrp2,13.462563,4.838368
E7.5:injection9:clone_96,6,7,8,EGFP-1,-0.5033739,1.1186957
E7.5:injection9:clone_960,0,2,6,EGFP-1,9.7222595,9.916994
E7.5:injection9:clone_961,0,5,3,Lrp2,6.5914345,11.099155
E7.5:injection9:clone_962,0,2,6,Fzd2,10.748397,10.773025
E7.5:injection9:clone_964,0,2,6,uncertain,10.828049,10.20799
E7.5:injection9:clone_965,1,0,2,Fzd2,11.886692,7.984218
E7.5:injection9:clone_966,0,5,3,Lrp2,6.669855,10.840916
E7.5:injection9:clone_967,0,2,6,Lgr4,11.209778,10.0919
E7.5:injection9:clone_968,1,0,10,Fgfr1,11.963091,6.439273
E7.5:injection9:clone_969,0,5,3,EGFP-1,7.794745,11.899136
E7.5:injection9:clone_970,1,0,2,Fgfr1,11.802055,7.6214356
E7.5:injection9:clone_971,1,0,2,EGFP-1,12.441034,8.121504
E7.5:injection9:clone_972,1,0,2,Acvr2a,12.969231,8.976301
E7.5:injection9:clone_973,0,2,6,Fzd2,10.881654,10.819667
E7.5:injection9:clone_974,4,3,5,NA,12.031724,4.604447
E7.5:injection9:clone_975,0,5,3,Lrp2,7.195472,11.5270605
E7.5:injection9:clone_976,4,3,13,Fgfr1,13.279094,3.9498603
E7.5:injection9:clone_977,1,0,2,EGFP-1,12.747712,8.909416
E7.5:injection9:clone_978,4,3,13,Fzd2,13.040355,5.2772627
E7.5:injection9:clone_979,1,0,2,Fgfr1,12.688467,9.255341
E7.5:injection9:clone_980,0,5,3,Fzd2,7.7792926,11.7220335
E7.5:injection9:clone_981,0,2,7,EGFP-1,9.901725,11.648461
E7.5:injection9:clone_982,1,0,9,Lgr4,13.634248,6.9273357
E7.5:injection9:clone_983,4,3,13,EGFP-1,12.809103,3.2980726
E7.5:injection9:clone_984,0,5,3,Acvr2a,7.6665845,11.73389
E7.5:injection9:clone_985,1,0,9,Fgfr1,12.564892,7.0707755
E7.5:injection9:clone_986,4,3,13,multi_gRNA,12.946705,3.533167
E7.5:injection9:clone_987,0,5,3,EGFP-1,8.328143,10.873794
E7.5:injection9:clone_988,1,0,9,Lrp2,13.61103,6.2204113
E7.5:injection9:clone_989,0,2,6,multi_gRNA,10.307382,9.919269
E7.5:injection9:clone_990,6,7,8,Lgr4,-0.5480716,1.0530227
E7.5:injection9:clone_991,4,3,5,uncertain,12.779028,5.3912983
E7.5:injection9:clone_992,4,3,5,multi_gRNA,12.777602,4.6726956
E7.5:injection9:clone_993,0,2,6,Fgfr1,10.114538,10.216252
E7.5:injection9:clone_994,4,3,5,Lgr4,12.297197,4.0701084
E7.5:injection9:clone_995,1,0,11,Lgr4,13.842958,6.189891
E7.5:injection9:clone_996,0,2,6,Fzd2,10.339743,10.59292
E7.5:injection9:clone_997,0,5,3,Acvr2a,7.6750693,11.978447
E7.5:injection9:clone_998,1,0,11,Lgr4,13.962561,8.467718
E8.5:injection1:clone_10,8,12,18,NA,3.3174422,4.64967
E8.5:injection1:clone_103,2,1,0,NA,12.21857,-0.77716666
E8.5:injection1:clone_105,8,12,18,NA,2.6635587,4.44146
E8.5:injection1:clone_11,2,1,0,NA,12.525936,-0.9242124
E8.5:injection1:clone_111,8,12,18,NA,2.2081914,4.2713833
E8.5:injection1:clone_126,0,2,7,NA,9.2195635,11.76918
E8.5:injection1:clone_15,8,12,18,NA,2.271854,4.4146338
E8.5:injection1:clone_154,8,12,18,NA,2.1469405,4.5573745
E8.5:injection1:clone_16,8,12,18,NA,2.1088216,4.266298
E8.5:injection1:clone_160,2,1,1,NA,11.107379,0.82043546
E8.5:injection1:clone_164,2,1,1,NA,11.119205,0.46113315
E8.5:injection1:clone_18,8,12,18,NA,2.1055868,4.3511477
E8.5:injection1:clone_23,8,12,18,NA,2.0228925,4.33223
E8.5:injection1:clone_28,5,6,15,NA,9.468104,3.2223763
E8.5:injection1:clone_30,2,1,0,NA,12.117781,-1.0253065
E8.5:injection1:clone_36,8,12,18,NA,2.9754767,4.50586
E8.5:injection1:clone_37,8,12,18,NA,3.123838,4.5738378
E8.5:injection1:clone_38,1,0,11,NA,14.154263,6.8183827
E8.5:injection1:clone_4,8,12,18,NA,2.770464,4.4303308
E8.5:injection1:clone_40,8,12,18,NA,2.6346955,4.4251127
E8.5:injection1:clone_43,0,2,7,NA,9.373962,11.645428
E8.5:injection1:clone_48,8,12,18,NA,3.834345,4.955608
E8.5:injection1:clone_49,5,8,4,NA,8.365117,1.2771473
E8.5:injection1:clone_50,8,12,18,NA,2.8370528,4.440449
E8.5:injection1:clone_52,2,1,1,NA,10.513056,1.6544261
E8.5:injection1:clone_53,8,12,18,NA,2.2570357,4.4905066
E8.5:injection1:clone_54,0,2,7,NA,9.487338,11.285809
E8.5:injection1:clone_55,2,1,0,NA,12.092483,-0.72451866
E8.5:injection1:clone_57,2,1,1,NA,12.512469,-0.23490636
E8.5:injection1:clone_6,8,12,18,NA,2.9225469,4.418265
E8.5:injection1:clone_64,8,12,18,NA,2.6954145,4.4727035
E8.5:injection1:clone_7,2,1,0,NA,11.845204,-0.5124654
E8.5:injection1:clone_70,8,12,18,NA,2.3894067,4.359714
E8.5:injection1:clone_75,8,12,18,NA,3.711374,4.8520927
E8.5:injection1:clone_79,8,12,18,NA,2.0569618,4.4981003
E8.5:injection1:clone_8,0,2,7,NA,9.667895,11.120493
E8.5:injection1:clone_80,7,10,17,NA,5.4999332,4.7050457
E8.5:injection1:clone_85,2,1,1,NA,10.107913,1.9477252
E8.5:injection1:clone_9,2,1,0,NA,11.396693,-1.486611
E8.5:injection1:clone_96,8,12,18,NA,2.8644023,4.3132815
E8.5:injection2:clone_100,6,7,8,NA,-1.0424799,1.7430894
E8.5:injection2:clone_101,2,1,0,NA,11.451324,-0.71357614
E8.5:injection2:clone_106,9,13,19,NA,-1.6962787,3.7668142
E8.5:injection2:clone_107,2,1,0,NA,12.306425,-0.53173524
E8.5:injection2:clone_108,5,6,15,NA,9.131463,3.9363868
E8.5:injection2:clone_110,5,6,4,NA,9.511131,2.5132551
E8.5:injection2:clone_119,2,1,1,NA,10.498173,1.5486515
E8.5:injection2:clone_12,5,6,15,NA,8.740111,4.44971
E8.5:injection2:clone_122,5,6,11,NA,10.5446825,6.327861
E8.5:injection2:clone_123,9,13,19,NA,-2.4470477,4.2733026
E8.5:injection2:clone_124,3,4,12,NA,-4.381446,7.9927945
E8.5:injection2:clone_127,2,1,0,NA,10.68575,-0.7212572
E8.5:injection2:clone_128,2,1,0,NA,10.893956,-0.7849876
E8.5:injection2:clone_132,6,7,8,NA,0.26473334,1.5862768
E8.5:injection2:clone_145,6,7,8,NA,0.8819992,2.0828784
E8.5:injection2:clone_146,6,7,8,NA,0.44604573,1.9298955
E8.5:injection2:clone_148,6,7,8,NA,0.3811451,1.5901717
E8.5:injection2:clone_153,3,4,12,NA,-2.801097,7.2443295
E8.5:injection2:clone_155,6,7,8,NA,0.27456024,1.5824946
E8.5:injection2:clone_16,6,7,8,NA,-0.35221538,1.288825
E8.5:injection2:clone_160,5,6,15,NA,8.819845,4.5446954
E8.5:injection2:clone_164,3,9,14,NA,-1.2771132,6.6927633
E8.5:injection2:clone_166,2,1,0,NA,11.161683,-0.54266435
E8.5:injection2:clone_168,9,13,19,NA,-2.475763,3.8997707
E8.5:injection2:clone_169,6,7,8,NA,0.08209983,1.6494812
E8.5:injection2:clone_170,8,12,18,NA,1.9452614,4.5529838
E8.5:injection2:clone_171,3,4,12,NA,-4.4330115,7.993049
E8.5:injection2:clone_172,6,7,8,NA,-1.263799,2.1329422
E8.5:injection2:clone_182,6,7,8,NA,0.49488708,1.7993925
E8.5:injection2:clone_183,3,4,12,NA,-4.0536385,7.379446
E8.5:injection2:clone_191,6,7,8,NA,0.37071866,1.643554
E8.5:injection2:clone_193,2,1,1,NA,10.736275,0.754149
E8.5:injection2:clone_194,6,7,8,NA,-1.1801144,2.0553603
E8.5:injection2:clone_195,8,12,18,NA,2.2017334,4.1844215
E8.5:injection2:clone_197,8,12,18,NA,2.0779095,4.2559776
E8.5:injection2:clone_2,6,7,8,NA,0.67257565,1.9496582
E8.5:injection2:clone_20,5,8,4,NA,8.167092,0.67435396
E8.5:injection2:clone_200,2,1,1,NA,11.004134,0.15389605
E8.5:injection2:clone_203,0,5,3,NA,8.131532,10.833499
E8.5:injection2:clone_207,9,13,19,NA,-2.0819561,4.253593
E8.5:injection2:clone_22,2,1,1,NA,11.00899,1.090307
E8.5:injection2:clone_220,6,7,8,NA,-1.1947185,1.9694146
E8.5:injection2:clone_222,2,1,0,NA,11.712587,-0.8782981
E8.5:injection2:clone_238,8,12,18,NA,2.1316562,4.2661185
E8.5:injection2:clone_242,0,2,6,NA,10.69496,10.852791
E8.5:injection2:clone_245,6,7,8,NA,0.081328735,1.8706734
E8.5:injection2:clone_248,9,13,19,NA,-1.6532766,3.8232276
E8.5:injection2:clone_249,8,12,18,NA,2.26461,4.2537894
E8.5:injection2:clone_250,3,4,12,NA,-4.426844,7.938307
E8.5:injection2:clone_252,10,14,21,NA,3.9215987,6.68472
E8.5:injection2:clone_258,8,12,18,NA,3.7849314,5.117431
E8.5:injection2:clone_260,8,12,18,NA,4.278225,4.9162316
E8.5:injection2:clone_261,2,1,1,NA,12.104581,-0.034253404
E8.5:injection2:clone_265,7,10,17,NA,5.221454,4.715018
E8.5:injection2:clone_268,7,10,17,NA,5.437726,4.6815805
E8.5:injection2:clone_28,2,1,1,NA,10.54581,0.98730606
E8.5:injection2:clone_281,8,12,18,NA,1.8327419,4.042963
E8.5:injection2:clone_287,7,10,17,NA,5.325531,4.5908017
E8.5:injection2:clone_289,6,7,8,NA,-0.29038197,1.0135202
E8.5:injection2:clone_295,7,10,17,NA,5.43244,4.6882734
E8.5:injection2:clone_299,8,12,18,NA,3.845926,5.053041
E8.5:injection2:clone_30,0,2,7,NA,9.774578,11.582204
E8.5:injection2:clone_306,8,12,18,NA,2.0289319,4.229536
E8.5:injection2:clone_311,0,2,7,NA,9.493603,11.072786
E8.5:injection2:clone_32,0,2,6,NA,10.902263,10.054176
E8.5:injection2:clone_323,8,12,18,NA,3.6858268,4.963861
E8.5:injection2:clone_344,5,6,15,NA,9.04386,3.8177774
E8.5:injection2:clone_347,8,12,18,NA,3.8295424,4.910002
E8.5:injection2:clone_35,8,12,18,NA,3.9411526,4.9788465
E8.5:injection2:clone_357,8,12,18,NA,1.9779141,4.513008
E8.5:injection2:clone_359,5,6,15,NA,9.345911,3.4746757
E8.5:injection2:clone_362,5,6,15,NA,9.38378,3.8890421
E8.5:injection2:clone_363,7,10,17,NA,5.297364,4.7250843
E8.5:injection2:clone_375,8,12,18,NA,2.0292277,4.2294903
E8.5:injection2:clone_381,2,1,1,NA,12.289534,0.82858866
E8.5:injection2:clone_39,2,1,0,NA,11.45156,-1.5495971
E8.5:injection2:clone_405,2,1,0,NA,11.382366,-1.7120401
E8.5:injection2:clone_406,0,11,16,NA,7.92476,9.685643
E8.5:injection2:clone_407,2,1,0,NA,11.78192,-0.80940646
E8.5:injection2:clone_412,6,7,8,NA,-0.30167204,0.96265864
E8.5:injection2:clone_427,3,4,12,NA,-2.8770938,7.4524393
E8.5:injection2:clone_45,6,7,8,NA,0.33410135,1.6569804
E8.5:injection2:clone_469,9,13,19,NA,-1.8775557,3.9876795
E8.5:injection2:clone_48,2,1,1,NA,12.2251215,1.5864079
E8.5:injection2:clone_492,3,4,12,NA,-4.36505,8.053228
E8.5:injection2:clone_494,8,12,18,NA,3.9941845,4.9199085
E8.5:injection2:clone_52,10,14,21,NA,3.989265,6.668425
E8.5:injection2:clone_53,3,4,12,NA,-4.4406633,8.00215
E8.5:injection2:clone_539,6,7,8,NA,0.7224019,2.0438044
E8.5:injection2:clone_55,3,4,12,NA,-3.2013328,7.64453
E8.5:injection2:clone_58,2,1,0,NA,11.478896,-0.9105886
E8.5:injection2:clone_59,2,1,0,NA,10.91734,-0.36880997
E8.5:injection2:clone_6,6,7,8,NA,0.7152589,1.8996942
E8.5:injection2:clone_602,5,6,4,NA,9.596586,2.7233863
E8.5:injection2:clone_624,0,5,3,NA,8.31895,10.686381
E8.5:injection2:clone_63,2,1,0,NA,11.280891,-1.1361177
E8.5:injection2:clone_635,8,12,18,NA,3.869376,4.9317393
E8.5:injection2:clone_65,5,6,15,NA,9.240851,3.876843
E8.5:injection2:clone_67,5,6,15,NA,9.326189,3.8641093
E8.5:injection2:clone_69,5,8,4,NA,8.49752,1.1705341
E8.5:injection2:clone_7,2,1,1,NA,10.795074,0.7167592
E8.5:injection2:clone_74,2,1,0,NA,10.98009,-0.77300334
E8.5:injection2:clone_75,6,7,8,NA,0.34349945,1.8480949
E8.5:injection2:clone_76,3,4,12,NA,-4.458926,8.060887
E8.5:injection2:clone_80,5,6,4,NA,9.588691,2.6052132
E8.5:injection2:clone_82,6,7,8,NA,0.51841664,1.6833218
E8.5:injection2:clone_85,8,12,18,NA,2.0732892,4.2036505
E8.5:injection2:clone_86,5,6,15,NA,8.504807,4.664943
E8.5:injection2:clone_92,10,14,21,NA,4.0181494,6.587341
E8.5:injection2:clone_94,8,12,18,NA,2.4638476,4.383169
E8.5:injection2:clone_98,5,6,15,NA,9.024529,3.7078493
E8.5:injection5:clone_136,7,10,17,NA,6.366691,4.8370724
E8.5:injection5:clone_158,7,10,17,NA,6.1472645,4.6734657
E8.5:injection5:clone_2164,6,7,8,NA,-0.27921546,1.4404774
E8.5:injection5:clone_2179,0,5,3,NA,7.9126043,11.326698
E8.5:injection5:clone_2183,8,12,18,NA,1.7981157,4.0124865
E8.5:injection5:clone_2204,8,12,18,NA,3.6415114,4.841803
E8.5:injection5:clone_2221,8,12,18,NA,2.7862787,4.4339485
E8.5:injection5:clone_2235,6,7,8,NA,-0.30130833,1.2050864
E8.5:injection5:clone_2239,10,14,21,NA,3.992201,6.6479783
E8.5:injection5:clone_28,7,10,17,NA,6.1707144,4.446376
E8.5:injection5:clone_29,7,10,17,NA,5.9511676,4.7837543
E8.5:injection5:clone_32,7,10,17,NA,6.1028137,4.5534782
E8.5:injection5:clone_35,7,10,17,NA,6.55452,5.0803275
E8.5:injection5:clone_367,7,10,17,NA,6.348673,4.3447375
E8.5:injection5:clone_60,7,10,17,NA,6.6240487,4.9844856
E8.5:injection5:clone_7,7,10,17,NA,6.177205,4.4898405
E8.5:injection5:clone_95,8,12,18,NA,3.8803651,4.931739
E8.5:injection6:clone_140,3,9,14,NA,-1.3602121,5.8461924
E8.5:injection6:clone_212,2,1,1,NA,10.346619,1.5408186
E8.5:injection6:clone_285,5,8,4,NA,8.657348,1.1222792
E8.5:injection6:clone_453,3,4,12,NA,-2.518588,7.191563
E8.5:injection6:clone_455,2,1,0,NA,12.537067,-0.78100723
E8.5:injection6:clone_456,3,4,20,NA,-3.4045835,6.162804
E8.5:injection6:clone_457,3,9,14,NA,-2.0328283,6.7518506
E8.5:injection6:clone_458,2,1,1,NA,12.395652,2.1459553
E8.5:injection6:clone_459,2,1,0,NA,11.0947485,-0.8076316
E8.5:injection6:clone_460,3,9,14,NA,-1.2112253,6.5669703
E8.5:injection6:clone_461,3,4,20,NA,-3.7506926,6.4662585
E8.5:injection6:clone_462,2,1,0,NA,11.01196,-1.2383226
E8.5:injection6:clone_463,3,9,14,NA,-1.2034265,5.9080334
E8.5:injection6:clone_464,3,4,20,NA,-3.3415596,6.841663
E8.5:injection6:clone_465,3,4,20,NA,-3.742529,6.5890684
E8.5:injection6:clone_466,3,9,14,NA,-0.6249934,6.0101695
E8.5:injection6:clone_467,3,4,12,NA,-3.2471979,7.5506845
E8.5:injection6:clone_468,2,1,1,NA,11.907829,0.7955015
E8.5:injection6:clone_470,3,9,14,NA,-0.8518619,6.8285255
E8.5:injection6:clone_471,3,9,14,NA,-1.8637493,5.450079
E8.5:injection6:clone_473,6,7,8,NA,-1.1581417,2.0255623
E8.5:injection6:clone_475,3,9,14,NA,-0.9997069,7.1131015
E8.5:injection6:clone_477,2,1,0,NA,12.725131,-0.42489144
E8.5:injection6:clone_478,3,4,12,NA,-2.8470035,7.339175
E8.5:injection6:clone_481,3,9,14,NA,-1.2670275,5.8901687
E8.5:injection6:clone_482,3,4,20,NA,-3.7918673,6.622191
E8.5:injection6:clone_483,2,1,1,NA,12.84301,-0.17238797
E8.5:injection6:clone_485,3,4,12,NA,-2.7651641,7.370919
E8.5:injection6:clone_486,2,1,0,NA,12.060377,-1.2142979
E8.5:injection6:clone_488,3,9,14,NA,-1.7090422,6.714713
E8.5:injection6:clone_489,0,2,7,NA,9.656866,10.637206
E8.5:injection6:clone_493,2,1,0,NA,12.399019,-1.0994346
E8.5:injection6:clone_498,5,8,4,NA,7.9584637,1.4570007
E8.5:injection6:clone_501,0,11,16,NA,7.857028,9.372712
E8.5:injection6:clone_502,3,4,20,NA,-3.7478993,6.6003637
E8.5:injection6:clone_503,11,15,22,NA,-3.4659495,10.780406
E8.5:injection6:clone_506,2,1,0,NA,11.823988,-1.3545374
E8.5:injection6:clone_507,3,4,12,NA,-2.332899,7.496619
E8.5:injection6:clone_508,2,1,0,NA,11.090928,-1.244603
E8.5:injection6:clone_511,3,9,14,NA,-2.3468375,6.6589446
E8.5:injection6:clone_512,3,4,12,NA,-2.4154809,7.679123
E8.5:injection6:clone_515,2,1,0,NA,11.3852005,-1.6597415
E8.5:injection6:clone_522,3,4,20,NA,-3.6358018,6.232473
E8.5:injection6:clone_525,10,14,21,NA,3.9601815,6.617822
E8.5:injection6:clone_527,3,4,20,NA,-3.250496,5.7956533
E8.5:injection6:clone_530,3,4,12,NA,-3.0246382,7.362698
E8.5:injection6:clone_537,3,4,12,NA,-3.2049847,7.729852
E8.5:injection6:clone_539,3,9,14,NA,-0.99333817,5.7485633
E8.5:injection6:clone_540,6,7,8,NA,0.5383471,2.03139
E8.5:injection6:clone_541,3,4,20,NA,-2.9154186,6.2792315
E8.5:injection6:clone_544,0,2,7,NA,9.722448,11.649876
E8.5:injection6:clone_547,3,4,12,NA,-2.8648174,7.348671
E8.5:injection6:clone_551,3,9,14,NA,-2.0150523,6.9965086
E8.5:injection6:clone_554,3,4,12,NA,-2.918121,7.5352407
E8.5:injection6:clone_559,3,9,14,NA,-0.8429939,6.9207478
E8.5:injection6:clone_560,3,9,14,NA,-1.2366151,6.4427857
E8.5:injection6:clone_561,3,4,20,NA,-3.64372,6.9019265
E8.5:injection6:clone_569,5,8,4,NA,8.13348,0.5355591
E8.5:injection6:clone_575,3,4,20,NA,-3.908145,6.692511
E8.5:injection6:clone_581,6,7,8,NA,-0.33476242,1.3395499
E8.5:injection6:clone_591,3,4,20,NA,-3.3537061,6.4191446
E8.5:injection6:clone_598,3,4,12,NA,-1.7264462,7.707672
